ukprn,he_provider,academic_year,country_of_he_provider,region_of_he_provider,category_marker,category,value
10004511,The National Film and Television School,2017/18,England,South East,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10007762,Glasgow Caledonian University,2017/18,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10007762,Glasgow Caledonian University,2017/18,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Residential,Basic
10007762,Glasgow Caledonian University,2017/18,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
10002681,Glasgow School of Art,2017/18,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10002681,Glasgow School of Art,2017/18,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Residential,Basic
10002681,Glasgow School of Art,2017/18,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10007794,The University of Glasgow,2017/18,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10007794,The University of Glasgow,2017/18,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Residential,Basic
10007794,The University of Glasgow,2017/18,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10007145,University of Gloucestershire,2017/18,England,South West,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10007145,University of Gloucestershire,2017/18,England,South West,Method of Scope 3 carbon emissions from waste,Residential,Basic
10007145,University of Gloucestershire,2017/18,England,South West,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10007833,Glyndŵr University,2017/18,Wales,Wales,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10007833,Glyndŵr University,2017/18,Wales,Wales,Method of Scope 3 carbon emissions from waste,Residential,Basic
10007833,Glyndŵr University,2017/18,Wales,Wales,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10002718,Goldsmiths College,2017/18,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10002718,Goldsmiths College,2017/18,England,London,Method of Scope 3 carbon emissions from waste,Residential,NA
10002718,Goldsmiths College,2017/18,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10007146,The University of Greenwich,2017/18,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10007146,The University of Greenwich,2017/18,England,London,Method of Scope 3 carbon emissions from waste,Residential,Basic
10007146,The University of Greenwich,2017/18,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10007825,Guildhall School of Music and Drama,2017/18,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10007825,Guildhall School of Music and Drama,2017/18,England,London,Method of Scope 3 carbon emissions from waste,Residential,Basic
10007825,Guildhall School of Music and Drama,2017/18,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
10040812,Harper Adams University,2017/18,England,West Midlands,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10040812,Harper Adams University,2017/18,England,West Midlands,Method of Scope 3 carbon emissions from waste,Residential,Basic
10040812,Harper Adams University,2017/18,England,West Midlands,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10007764,Heriot-Watt University,2017/18,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007764,Heriot-Watt University,2017/18,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Residential,Medium
10007764,Heriot-Watt University,2017/18,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10007147,University of Hertfordshire,2017/18,England,East of England,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10007147,University of Hertfordshire,2017/18,England,East of England,Method of Scope 3 carbon emissions from waste,Residential,NA
10007147,University of Hertfordshire,2017/18,England,East of England,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10007148,The University of Huddersfield,2017/18,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10007148,The University of Huddersfield,2017/18,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Residential,NA
10007148,The University of Huddersfield,2017/18,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10007149,The University of Hull,2017/18,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10007149,The University of Hull,2017/18,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Residential,Basic
10007149,The University of Hull,2017/18,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10003270,"Imperial College of Science, Technology and Medicine",2017/18,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10003270,"Imperial College of Science, Technology and Medicine",2017/18,England,London,Method of Scope 3 carbon emissions from waste,Residential,Detailed
10003270,"Imperial College of Science, Technology and Medicine",2017/18,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
10007767,Keele University,2017/18,England,West Midlands,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007767,Keele University,2017/18,England,West Midlands,Method of Scope 3 carbon emissions from waste,Residential,Medium
10007767,Keele University,2017/18,England,West Midlands,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10007150,The University of Kent,2017/18,England,South East,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10007150,The University of Kent,2017/18,England,South East,Method of Scope 3 carbon emissions from waste,Residential,Detailed
10007150,The University of Kent,2017/18,England,South East,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
10003645,King's College London,2017/18,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10003645,King's College London,2017/18,England,London,Method of Scope 3 carbon emissions from waste,Residential,Medium
10003645,King's College London,2017/18,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10003678,Kingston University,2017/18,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10003678,Kingston University,2017/18,England,London,Method of Scope 3 carbon emissions from waste,Residential,Detailed
10003678,Kingston University,2017/18,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
10007768,The University of Lancaster,2017/18,England,North West,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007768,The University of Lancaster,2017/18,England,North West,Method of Scope 3 carbon emissions from waste,Residential,Medium
10007768,The University of Lancaster,2017/18,England,North West,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10003854,Leeds Arts University,2017/18,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10003854,Leeds Arts University,2017/18,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Residential,NA
10003854,Leeds Arts University,2017/18,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10003861,Leeds Beckett University,2017/18,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10003861,Leeds Beckett University,2017/18,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Residential,Basic
10003861,Leeds Beckett University,2017/18,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10007795,The University of Leeds,2017/18,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10007795,The University of Leeds,2017/18,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Residential,Medium
10007795,The University of Leeds,2017/18,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
